name,brand,categoryId,categoryName,weight,dimensions,stockQuantity,minStockLevel,rating,reviewCount,salesCount,viewCount,isFeatured,isOnSale,isRentable,rentalPricePerDay,tags,imagesCount,competitorPrice,supplierCost,shippingCost,price
Coleman outdoor 811,Coleman,2,outdoor,0.36,44x39x7,17,19,2.6,51,636,8268,False,True,False,0.0,"[""solo"", ""hiking""]",1,0.0,52.41,5.36,122.22
MSR sport 812,MSR,4,sport,1.11,23x24x7,154,26,4.2,19,339,2373,False,False,False,0.0,"[""hiking"", ""lightweight"", ""ultralight""]",5,348.71,151.17,11.37,356.4
Coleman indoor 813,Coleman,5,indoor,0.85,16x22x20,148,22,4.0,11,316,3160,False,True,False,0.0,"[""backpacking"", ""ultralight""]",2,128.81,40.98,5.5,110.94
Osprey camp 814,Osprey,3,camp,5.09,22x18x21,170,18,4.4,107,113,2260,False,False,True,20.8,"[""compact""]",3,296.29,102.92,23.94,278.25
Stansport night 815,Stansport,6,night,0.42,24x28x29,59,19,4.6,99,66,1254,False,False,False,0.0,"[""hiking"", ""waterproof"", ""solo""]",1,49.93,15.79,3.52,57.76
Stansport nature 816,Stansport,8,nature,1.47,10x21x29,103,5,4.0,176,101,1818,False,False,False,0.0,"[""windproof"", ""eco-friendly""]",7,110.09,35.3,11.02,115.41
Patagonia camp 817,Patagonia,3,camp,0.97,35x28x9,46,28,4.1,9,217,2170,False,False,False,0.0,"[""UV-resistant"", ""lightweight"", ""compact"", ""family""]",2,432.09,181.21,7.35,456.46
Patagonia camp 818,Patagonia,3,camp,5.75,20x14x6,83,15,5.0,24,541,4869,False,False,False,0.0,"[""eco-friendly"", ""car-camping"", ""waterproof""]",1,444.37,190.43,20.86,501.85
Wakeman sport 819,Wakeman,4,sport,2.18,15x19x16,184,19,4.6,54,155,2790,False,False,False,0.0,"[""compact""]",8,142.85,36.28,11.13,140.52
Stansport Tents 820,Stansport,1,Tents,4.41,278x166x192,91,25,4.1,60,271,1897,False,False,False,0.0,"[""family"", ""hiking"", ""eco-friendly"", ""lightweight""]",8,300.1,75.99,19.2,294.48
Teton Sports nature 821,Teton Sports,8,nature,2.76,41x33x6,138,30,3.8,264,219,3723,True,False,False,0.0,"[""car-camping"", ""durable"", ""ultralight""]",6,0.0,33.36,11.03,127.74
Marmot Tents 822,Marmot,1,Tents,7.32,286x181x121,94,13,4.1,90,112,1344,True,False,True,34.0,"[""waterproof""]",3,463.23,154.73,29.82,503.85
Quechua night 823,Quechua,6,night,0.37,46x37x13,134,30,3.2,58,1119,11190,False,False,False,0.0,"[""compact"", ""car-camping""]",7,85.75,29.06,4.92,98.78
Black Diamond sport 824,Black Diamond,4,sport,2.83,34x15x23,87,10,3.9,10,5,40,False,False,False,0.0,"[""UV-resistant"", ""solo""]",7,404.63,174.12,11.87,392.56
Stansport sport 825,Stansport,4,sport,2.17,30x10x24,26,15,3.1,10,92,1472,False,False,False,0.0,"[""car-camping"", ""family"", ""hiking"", ""UV-resistant""]",8,0.0,39.4,9.15,136.34
Coleman indoor 826,Coleman,5,indoor,1.38,31x28x12,78,13,3.1,1,104,1144,False,True,False,0.0,"[""4-season"", ""waterproof"", ""ultralight"", ""car-camping""]",1,109.48,41.0,11.22,96.98
Quechua outdoor 827,Quechua,2,outdoor,1.05,25x35x18,22,19,3.0,34,139,1946,False,False,True,12.4,"[""backpacking"", ""foldable"", ""car-camping"", ""lightweight""]",6,0.0,51.96,7.3,171.65
The North Face Tents 828,The North Face,1,Tents,7.68,275x271x171,38,6,4.9,0,106,1378,False,False,True,54.4,"[""foldable""]",3,724.54,332.85,16.18,783.74
The North Face nature 829,The North Face,8,nature,2.6,42x23x30,60,29,3.2,150,7,63,False,False,False,0.0,"[""hiking"", ""waterproof"", ""solo"", ""durable""]",8,335.42,127.14,7.57,312.23
Coleman nature 830,Coleman,8,nature,1.14,49x19x10,35,21,3.2,183,458,4580,False,False,False,0.0,"[""eco-friendly"", ""windproof"", ""solo""]",3,195.34,75.38,8.48,199.97
Teton Sports indoor 831,Teton Sports,5,indoor,0.36,24x12x12,177,9,4.8,40,108,756,False,False,False,0.0,"[""compact"", ""ultralight"", ""durable""]",2,0.0,21.39,3.43,81.0
Quechua night 832,Quechua,6,night,0.39,41x40x27,82,12,2.7,5,77,385,False,True,False,0.0,"[""hiking"", ""durable"", ""windproof"", ""foldable""]",7,76.49,31.61,4.11,64.27
Wakeman nature 833,Wakeman,8,nature,0.56,23x35x10,164,27,4.5,110,192,2688,False,False,False,0.0,"[""ultralight"", ""lightweight"", ""car-camping""]",2,0.0,36.76,8.17,118.49
Black Diamond camp 834,Black Diamond,3,camp,3.95,41x15x11,51,27,4.6,4,949,8541,False,False,False,0.0,"[""hiking"", ""family""]",8,0.0,194.17,12.82,558.89
The North Face night 835,The North Face,6,night,0.74,34x14x23,103,6,3.8,263,23,460,False,True,False,0.0,"[""car-camping"", ""compact"", ""family""]",6,142.26,62.56,7.32,115.2
Teton Sports camp 836,Teton Sports,3,camp,2.66,23x16x19,97,30,2.7,36,76,1444,False,False,False,0.0,"[""backpacking""]",4,158.19,47.49,9.59,152.74
The North Face camp 837,The North Face,3,camp,4.58,29x17x22,39,22,3.3,77,456,4560,False,False,False,0.0,"[""compact""]",3,449.3,208.63,22.02,452.86
MSR sport 838,MSR,4,sport,3.47,20x35x17,179,14,3.3,69,47,752,False,False,False,0.0,"[""foldable"", ""UV-resistant"", ""backpacking"", ""ultralight""]",4,307.11,156.67,15.07,349.53
Teton Sports Tents 839,Teton Sports,1,Tents,6.21,256x167x120,147,6,3.3,39,336,4368,False,False,False,0.0,"[""waterproof"", ""4-season"", ""durable"", ""windproof""]",6,0.0,69.17,21.81,294.55
Wakeman sport 840,Wakeman,4,sport,0.72,11x35x26,194,29,4.8,24,127,2413,False,False,False,0.0,"[""4-season"", ""UV-resistant""]",2,134.86,38.59,6.33,144.67
Quechua camp 841,Quechua,3,camp,4.69,33x31x21,140,16,3.5,50,662,3972,False,True,True,20.8,"[""solo"", ""compact"", ""ultralight"", ""foldable""]",3,266.81,98.47,20.76,259.37
Wakeman sport 842,Wakeman,4,sport,0.45,32x36x10,192,11,3.8,98,19,114,False,False,False,0.0,"[""lightweight"", ""backpacking"", ""UV-resistant""]",2,113.35,33.1,4.97,125.0
MSR Tents 843,MSR,1,Tents,5.82,225x151x173,199,18,4.1,11,950,9500,False,False,False,0.0,"[""waterproof"", ""durable""]",8,0.0,268.59,14.71,972.39
Black Diamond outdoor 844,Black Diamond,2,outdoor,1.94,17x29x29,23,28,4.2,60,83,1660,False,True,True,19.84,"[""hiking"", ""backpacking"", ""eco-friendly"", ""compact""]",2,0.0,119.36,6.3,234.58
Patagonia outdoor 845,Patagonia,2,outdoor,0.19,23x11x14,33,23,3.5,6,96,768,False,True,False,0.0,"[""ultralight"", ""durable""]",4,248.79,99.41,6.87,223.03
Marmot day 846,Marmot,7,day,1.36,11x35x22,169,26,3.3,131,184,920,False,False,False,0.0,"[""family""]",7,95.72,37.52,6.35,94.94
Quechua camp 847,Quechua,3,camp,5.12,10x35x11,34,27,4.6,3,54,810,False,False,True,20.8,"[""windproof"", ""eco-friendly"", ""lightweight"", ""foldable""]",6,0.0,101.51,19.05,319.18
Stansport camp 848,Stansport,3,camp,2.02,11x18x7,198,28,4.0,47,70,350,True,False,True,12.48,"[""ultralight"", ""windproof""]",3,149.36,45.73,8.44,166.72
MSR Tents 849,MSR,1,Tents,5.12,254x155x152,108,12,5.0,258,65,390,True,False,False,0.0,"[""hiking""]",3,749.73,285.61,15.1,836.13
Coleman camp 850,Coleman,3,camp,5.33,13x13x5,87,24,3.8,241,1578,12624,False,False,True,20.8,"[""ultralight""]",6,0.0,102.7,14.28,330.9
Osprey day 851,Osprey,7,day,1.28,40x36x8,94,9,3.9,45,270,5130,False,False,False,0.0,"[""ultralight"", ""family""]",5,99.73,38.35,10.1,115.58
Marmot nature 852,Marmot,8,nature,2.39,15x25x10,142,18,2.5,6,292,1752,True,True,False,0.0,"[""lightweight"", ""backpacking""]",1,183.96,62.34,11.41,159.91
Ozark Trail Tents 853,Ozark Trail,1,Tents,2.2,206x268x191,114,12,2.7,113,52,832,True,False,False,0.0,"[""ultralight""]",6,253.22,72.89,6.07,261.04
The North Face outdoor 854,The North Face,2,outdoor,0.68,32x24x18,92,27,4.5,51,380,5320,False,False,False,0.0,"[""car-camping"", ""windproof"", ""UV-resistant""]",7,248.57,108.27,4.35,293.99
Osprey indoor 855,Osprey,5,indoor,1.37,19x12x16,143,23,2.6,87,53,424,True,True,False,0.0,"[""UV-resistant"", ""family"", ""hiking"", ""eco-friendly""]",2,0.0,45.41,7.02,84.23
MSR sport 856,MSR,4,sport,1.79,38x28x20,4,26,4.2,66,443,8860,True,False,False,0.0,"[""waterproof""]",8,383.31,151.34,7.78,410.14
Coleman outdoor 857,Coleman,2,outdoor,2.48,14x20x30,149,10,2.6,0,132,1716,False,False,False,0.0,"[""ultralight"", ""compact"", ""foldable""]",1,162.9,60.01,13.44,156.67
Teton Sports indoor 858,Teton Sports,5,indoor,1.66,22x24x23,150,19,4.0,208,77,462,False,False,False,0.0,"[""compact"", ""lightweight""]",2,0.0,21.84,9.44,66.31
Marmot day 859,Marmot,7,day,0.29,30x23x10,26,11,4.0,31,565,7910,False,False,False,0.0,"[""windproof"", ""4-season""]",5,99.03,36.5,2.9,121.63
Teton Sports outdoor 860,Teton Sports,2,outdoor,1.35,36x11x10,17,26,3.6,104,30,150,False,False,True,7.44,"[""lightweight"", ""UV-resistant""]",1,95.83,31.98,5.97,95.26
Patagonia indoor 861,Patagonia,5,indoor,1.27,38x40x5,60,28,4.6,52,325,2275,False,False,False,0.0,"[""lightweight""]",5,200.43,77.7,11.14,204.09
Patagonia Tents 862,Patagonia,1,Tents,4.43,207x156x133,66,22,4.9,10,102,1734,False,True,False,0.0,"[""car-camping"", ""solo"", ""backpacking"", ""waterproof""]",1,0.0,340.9,14.88,688.86
Osprey day 863,Osprey,7,day,0.26,20x29x26,46,18,3.3,399,13,91,False,False,False,0.0,"[""compact"", ""windproof"", ""durable"", ""family""]",3,95.05,41.05,6.33,103.03
Stansport nature 864,Stansport,8,nature,1.85,37x11x20,170,22,4.4,114,139,2780,False,False,False,0.0,"[""solo""]",4,116.92,30.6,10.64,132.67
Osprey camp 865,Osprey,3,camp,3.03,48x39x18,85,27,3.2,200,904,10848,False,False,False,0.0,"[""UV-resistant""]",5,247.65,107.63,15.44,283.85
Marmot day 866,Marmot,7,day,1.07,47x34x12,156,25,3.9,68,132,1716,False,False,False,0.0,"[""UV-resistant"", ""solo""]",7,103.43,35.73,5.47,108.07
Ozark Trail indoor 867,Ozark Trail,5,indoor,1.58,19x34x21,128,19,3.9,66,133,665,False,False,False,0.0,"[""4-season"", ""family"", ""hiking"", ""backpacking""]",2,55.75,17.99,9.81,69.04
The North Face day 868,The North Face,7,day,1.68,23x32x18,22,8,4.1,85,82,574,False,False,False,0.0,"[""windproof"", ""UV-resistant""]",4,187.22,77.56,11.41,186.35
Osprey sport 869,Osprey,4,sport,3.7,29x25x9,87,13,4.3,19,11,55,False,False,False,0.0,"[""solo"", ""family""]",2,235.45,77.32,13.74,225.84
Marmot outdoor 870,Marmot,2,outdoor,1.31,43x14x27,49,13,3.3,2,57,342,False,False,False,0.0,"[""eco-friendly""]",1,0.0,65.0,9.64,157.26
Marmot Tents 871,Marmot,1,Tents,7.01,284x213x189,24,23,3.7,240,261,2349,False,False,False,0.0,"[""family"", ""car-camping"", ""hiking"", ""durable""]",7,419.93,142.34,17.65,472.2
Coleman nature 872,Coleman,8,nature,0.45,21x11x26,145,29,4.8,45,260,4420,False,False,False,0.0,"[""foldable"", ""durable""]",8,164.41,66.93,4.79,221.77
Black Diamond night 873,Black Diamond,6,night,0.76,18x13x21,177,23,4.2,26,130,2210,True,True,False,0.0,"[""ultralight"", ""hiking"", ""solo"", ""UV-resistant""]",5,142.52,56.26,5.61,121.19
Quechua night 874,Quechua,6,night,1.02,34x31x13,124,30,4.0,179,878,14926,True,True,False,0.0,"[""4-season"", ""waterproof"", ""family""]",7,0.0,31.06,6.97,93.82
Osprey day 875,Osprey,7,day,1.6,29x34x15,111,12,3.5,121,194,2910,False,True,False,0.0,"[""durable""]",4,101.74,37.63,7.94,94.02
Marmot Tents 876,Marmot,1,Tents,7.05,229x163x101,66,27,2.8,55,68,1088,False,False,False,0.0,"[""durable"", ""UV-resistant"", ""solo""]",7,420.23,146.21,22.68,396.32
MSR camp 877,MSR,3,camp,5.8,11x13x7,75,10,2.8,32,579,5211,False,False,False,0.0,"[""hiking""]",5,399.61,185.98,20.18,447.6
Patagonia outdoor 878,Patagonia,2,outdoor,0.12,22x37x7,136,10,3.4,18,22,286,False,False,False,0.0,"[""foldable"", ""backpacking"", ""car-camping"", ""4-season""]",6,296.04,125.14,2.96,233.76
The North Face nature 879,The North Face,8,nature,2.42,43x18x12,114,28,4.8,133,542,7046,True,False,False,0.0,"[""waterproof"", ""ultralight""]",8,263.09,147.3,11.27,358.32
Black Diamond night 880,Black Diamond,6,night,0.59,17x31x22,192,27,3.6,32,354,6018,False,False,False,0.0,"[""family"", ""4-season""]",4,0.0,63.11,8.98,148.53
Coleman night 881,Coleman,6,night,0.46,18x40x11,12,9,3.4,13,625,8125,True,False,False,0.0,"[""lightweight""]",8,92.36,31.79,5.76,101.7
Ozark Trail indoor 882,Ozark Trail,5,indoor,1.97,11x16x22,174,22,4.0,61,99,1980,False,False,False,0.0,"[""backpacking"", ""4-season""]",7,69.83,19.06,10.89,68.89
Patagonia camp 883,Patagonia,3,camp,0.87,48x35x12,182,15,4.7,10,435,6960,True,False,False,0.0,"[""waterproof"", ""hiking""]",3,457.67,203.15,9.94,512.76
Teton Sports indoor 884,Teton Sports,5,indoor,1.73,14x36x18,58,16,4.7,0,161,2415,False,True,False,0.0,"[""backpacking"", ""UV-resistant"", ""car-camping"", ""family""]",3,70.97,21.46,11.76,59.33
Coleman indoor 885,Coleman,5,indoor,1.11,30x17x25,66,24,3.1,289,76,1216,False,True,False,0.0,"[""foldable"", ""eco-friendly"", ""car-camping"", ""lightweight""]",2,114.69,44.76,9.75,83.96
Ozark Trail camp 886,Ozark Trail,3,camp,2.84,30x25x23,137,27,3.6,29,108,1404,False,False,False,0.0,"[""family""]",3,0.0,48.01,10.11,172.69
Patagonia nature 887,Patagonia,8,nature,0.3,23x36x22,174,25,3.2,108,566,10754,True,False,False,0.0,"[""4-season"", ""family"", ""UV-resistant""]",4,291.11,116.8,6.48,314.25
MSR nature 888,MSR,8,nature,0.52,21x26x21,145,6,3.8,43,108,1296,False,True,False,0.0,"[""UV-resistant"", ""durable""]",4,0.0,139.04,3.53,266.46
MSR camp 889,MSR,3,camp,0.85,28x16x16,3,17,2.8,135,60,480,False,True,True,33.28,"[""foldable"", ""hiking"", ""lightweight"", ""waterproof""]",2,357.94,188.44,6.34,314.45
The North Face indoor 890,The North Face,5,indoor,0.56,29x23x23,141,15,4.8,37,696,8352,False,False,False,0.0,"[""ultralight"", ""solo""]",2,162.84,87.7,8.03,199.62
The North Face Tents 891,The North Face,1,Tents,3.91,202x161x155,117,18,3.0,71,324,1620,False,False,True,54.4,"[""solo""]",7,682.13,334.97,20.96,762.08
Coleman day 892,Coleman,7,day,1.75,44x20x8,165,17,2.7,6,235,1175,False,False,False,0.0,"[""waterproof"", ""eco-friendly"", ""backpacking""]",5,0.0,42.4,12.44,102.84
The North Face nature 893,The North Face,8,nature,1.4,10x26x12,94,22,3.8,121,262,1310,False,False,False,0.0,"[""4-season"", ""hiking"", ""durable"", ""backpacking""]",7,310.39,135.13,5.77,333.62
Osprey outdoor 894,Osprey,2,outdoor,1.81,15x14x18,200,27,3.8,243,13,260,False,False,True,12.4,"[""4-season"", ""waterproof""]",6,152.21,53.26,6.82,166.66
Wakeman nature 895,Wakeman,8,nature,1.75,39x21x15,97,21,3.8,28,375,3750,True,False,False,0.0,"[""eco-friendly""]",6,99.76,28.36,13.31,113.98
Osprey outdoor 896,Osprey,2,outdoor,1.22,48x32x23,180,17,3.7,113,32,448,True,False,False,0.0,"[""family"", ""lightweight""]",3,166.74,53.33,7.26,188.17
Coleman day 897,Coleman,7,day,1.22,27x39x9,154,8,2.9,36,810,7290,False,False,False,0.0,"[""foldable"", ""UV-resistant"", ""solo""]",6,0.0,39.29,11.1,139.85
Quechua indoor 898,Quechua,5,indoor,0.11,13x12x25,81,17,3.7,140,358,2148,False,False,False,0.0,"[""foldable""]",4,91.38,41.81,7.41,110.76
Marmot night 899,Marmot,6,night,0.49,27x10x6,117,7,3.2,203,355,2130,False,False,False,0.0,"[""UV-resistant"", ""foldable"", ""eco-friendly""]",8,0.0,33.72,6.73,94.86
MSR camp 900,MSR,3,camp,5.68,13x12x8,61,23,4.2,104,593,11267,True,False,True,33.28,"[""car-camping"", ""compact"", ""foldable""]",6,363.2,189.57,25.73,504.11
Teton Sports Tents 901,Teton Sports,1,Tents,4.28,225x161x104,27,19,2.9,17,127,2413,False,False,True,20.4,"[""waterproof"", ""windproof"", ""durable"", ""4-season""]",2,0.0,82.18,10.97,251.38
Teton Sports day 902,Teton Sports,7,day,1.43,19x35x23,1,21,3.3,32,1152,5760,False,False,False,0.0,"[""foldable"", ""family"", ""ultralight""]",8,65.94,21.67,7.42,77.0
Teton Sports day 903,Teton Sports,7,day,0.63,29x35x22,105,7,3.9,103,247,2717,False,False,False,0.0,"[""backpacking"", ""ultralight""]",4,67.32,18.74,8.11,72.53
The North Face outdoor 904,The North Face,2,outdoor,0.74,25x20x9,39,18,3.1,235,205,1230,False,False,False,0.0,"[""backpacking"", ""family"", ""car-camping""]",1,0.0,100.99,5.58,246.03
Coleman day 905,Coleman,7,day,1.22,21x20x30,9,12,4.9,123,397,7146,False,False,False,0.0,"[""car-camping"", ""family""]",7,109.17,36.54,7.09,121.74
Marmot indoor 906,Marmot,5,indoor,0.94,46x15x28,84,5,4.8,38,7,42,False,False,False,0.0,"[""hiking"", ""4-season"", ""ultralight""]",1,104.64,38.11,5.66,108.67
Quechua night 907,Quechua,6,night,1.03,19x20x30,161,14,2.8,97,509,10180,False,False,False,0.0,"[""lightweight"", ""durable"", ""compact"", ""waterproof""]",8,70.8,31.31,5.98,80.49
The North Face day 908,The North Face,7,day,1.28,18x15x19,43,15,4.2,63,1023,10230,False,False,False,0.0,"[""waterproof"", ""lightweight""]",6,198.1,85.11,10.25,214.77
The North Face Tents 909,The North Face,1,Tents,2.22,243x158x156,194,14,2.9,101,595,10710,False,False,True,54.4,"[""backpacking"", ""compact"", ""durable""]",1,0.0,279.8,9.62,729.91
Patagonia nature 910,Patagonia,8,nature,2.81,10x22x14,33,26,4.4,15,482,5302,False,False,False,0.0,"[""waterproof""]",4,275.49,141.52,11.73,299.17
Stansport indoor 911,Stansport,5,indoor,0.16,49x39x8,0,12,2.5,11,601,4808,False,True,False,0.0,"[""lightweight"", ""UV-resistant"", ""car-camping""]",6,0.0,17.69,5.92,58.17
Ozark Trail camp 912,Ozark Trail,3,camp,2.63,11x22x23,95,18,3.4,13,111,1332,False,False,True,12.48,"[""compact""]",1,0.0,40.25,11.01,170.27
Ozark Trail outdoor 913,Ozark Trail,2,outdoor,2.99,46x37x14,122,14,3.5,89,477,9063,False,False,False,0.0,"[""compact"", ""ultralight""]",6,0.0,27.91,11.39,103.87
The North Face sport 914,The North Face,4,sport,0.88,23x22x15,117,13,2.5,23,294,5880,False,False,False,0.0,"[""backpacking""]",3,0.0,146.82,7.5,370.85
MSR day 915,MSR,7,day,1.29,10x33x30,137,6,3.2,189,3,57,False,False,False,0.0,"[""windproof"", ""lightweight"", ""UV-resistant""]",1,155.81,79.26,10.09,168.47
Wakeman day 916,Wakeman,7,day,1.16,34x22x19,1,12,2.6,89,15,180,False,False,False,0.0,"[""lightweight""]",3,0.0,18.41,4.41,55.73
Coleman Tents 917,Coleman,1,Tents,6.63,229x211x153,116,26,4.7,29,130,1950,False,False,False,0.0,"[""family"", ""4-season"", ""hiking"", ""waterproof""]",3,386.69,163.58,19.63,472.21
Stansport Tents 918,Stansport,1,Tents,4.51,270x151x123,90,11,2.9,77,121,1936,False,True,False,0.0,"[""windproof"", ""4-season"", ""ultralight""]",7,224.86,65.59,14.15,206.54
Patagonia camp 919,Patagonia,3,camp,3.37,37x16x22,17,16,4.1,5,459,4590,False,False,False,0.0,"[""car-camping""]",6,416.75,210.22,16.04,507.05
Stansport outdoor 920,Stansport,2,outdoor,2.14,44x34x30,145,27,4.0,26,170,2550,False,False,False,0.0,"[""UV-resistant"", ""ultralight"", ""backpacking""]",4,111.35,24.5,7.86,100.18
Ozark Trail outdoor 921,Ozark Trail,2,outdoor,1.58,40x15x5,130,6,4.9,4,140,1260,False,False,True,7.44,"[""4-season"", ""foldable""]",3,111.45,26.49,12.35,117.36
Teton Sports sport 922,Teton Sports,4,sport,0.8,43x33x8,160,7,3.2,231,307,2763,False,False,False,0.0,"[""foldable"", ""4-season""]",7,154.23,43.87,3.83,151.67
Teton Sports night 923,Teton Sports,6,night,0.98,38x25x16,179,9,4.0,17,162,1782,True,True,False,0.0,"[""ultralight"", ""windproof""]",2,56.54,12.3,4.79,46.47
Quechua sport 924,Quechua,4,sport,1.85,48x17x19,198,19,4.3,111,32,192,False,False,False,0.0,"[""solo""]",8,256.82,91.17,8.66,232.49
Marmot night 925,Marmot,6,night,0.2,48x11x10,156,23,4.8,45,1179,9432,False,True,False,0.0,"[""backpacking""]",4,92.74,26.05,5.95,80.97
The North Face outdoor 926,The North Face,2,outdoor,0.34,39x40x29,17,6,3.2,5,219,2847,False,False,True,19.84,"[""car-camping"", ""solo"", ""hiking"", ""eco-friendly""]",7,215.65,123.94,5.67,245.93
Stansport sport 927,Stansport,4,sport,1.64,37x22x11,21,26,3.5,107,365,3285,False,False,False,0.0,"[""backpacking""]",5,123.22,33.6,11.04,131.37
Stansport sport 928,Stansport,4,sport,1.69,28x40x9,88,13,3.1,43,127,2286,True,False,False,0.0,"[""lightweight""]",4,149.48,38.16,5.99,132.16
Wakeman day 929,Wakeman,7,day,1.38,41x40x24,167,26,2.8,18,197,2955,False,False,False,0.0,"[""car-camping""]",2,0.0,16.64,8.57,62.34
MSR day 930,MSR,7,day,1.4,13x21x22,182,12,4.1,25,101,1414,True,False,False,0.0,"[""backpacking"", ""4-season"", ""solo""]",4,150.68,70.24,6.7,184.15
Coleman sport 931,Coleman,4,sport,3.39,46x31x13,176,20,4.9,74,24,144,False,True,False,0.0,"[""windproof"", ""backpacking"", ""eco-friendly""]",6,236.84,90.24,13.11,211.45
Marmot nature 932,Marmot,8,nature,1.98,48x34x21,184,17,4.0,6,907,11791,False,False,False,0.0,"[""hiking"", ""UV-resistant"", ""foldable""]",2,187.82,79.73,7.84,215.52
Black Diamond day 933,Black Diamond,7,day,0.14,21x34x17,20,24,4.8,73,293,2637,False,False,False,0.0,"[""car-camping"", ""lightweight"", ""solo""]",3,0.0,80.08,4.2,200.69
Quechua night 934,Quechua,6,night,1.29,17x39x14,77,6,3.9,83,93,1581,False,True,False,0.0,"[""family""]",5,78.3,28.02,10.99,68.45
Black Diamond sport 935,Black Diamond,4,sport,1.47,11x27x25,106,26,4.5,98,282,2820,False,False,False,0.0,"[""ultralight"", ""lightweight"", ""compact"", ""waterproof""]",2,318.89,145.93,6.65,358.72
Ozark Trail nature 936,Ozark Trail,8,nature,2.24,42x35x19,36,13,4.6,30,94,940,False,True,False,0.0,"[""foldable"", ""4-season"", ""hiking""]",5,102.47,32.77,12.81,111.43
The North Face nature 937,The North Face,8,nature,2.81,39x24x9,164,23,2.8,234,33,363,False,False,False,0.0,"[""ultralight"", ""backpacking""]",7,328.47,140.26,12.57,307.9
Wakeman day 938,Wakeman,7,day,1.83,33x20x25,49,21,3.3,13,868,9548,False,True,False,0.0,"[""UV-resistant"", ""car-camping"", ""lightweight"", ""waterproof""]",1,71.53,19.73,9.49,68.03
The North Face Tents 939,The North Face,1,Tents,3.58,297x251x167,174,30,4.8,18,265,5300,False,True,True,54.4,"[""eco-friendly""]",2,649.67,320.92,14.86,693.7
MSR nature 940,MSR,8,nature,1.18,50x37x20,31,30,4.8,96,341,3751,False,False,False,0.0,"[""durable"", ""foldable""]",4,313.86,119.38,6.66,343.38
MSR night 941,MSR,6,night,0.31,33x37x20,168,27,4.3,69,87,1392,False,False,False,0.0,"[""waterproof"", ""family""]",4,136.39,51.57,7.78,141.25
Black Diamond night 942,Black Diamond,6,night,0.15,42x35x10,109,11,2.8,47,948,17064,True,False,False,0.0,"[""durable"", ""backpacking"", ""eco-friendly"", ""lightweight""]",7,131.71,55.82,5.8,158.05
Patagonia Tents 943,Patagonia,1,Tents,6.85,263x261x190,39,29,2.5,16,334,2672,False,False,False,0.0,"[""windproof""]",5,806.93,310.92,27.86,717.38
Marmot indoor 944,Marmot,5,indoor,0.5,48x19x13,113,9,3.7,301,32,480,False,True,False,0.0,"[""compact""]",6,127.2,46.61,7.11,90.37
Stansport camp 945,Stansport,3,camp,1.51,40x37x30,45,12,4.5,7,413,4130,False,False,True,12.48,"[""ultralight"", ""windproof"", ""compact"", ""foldable""]",2,135.29,52.25,9.29,171.49
Ozark Trail outdoor 946,Ozark Trail,2,outdoor,0.12,14x17x29,175,17,2.6,196,170,2890,False,False,False,0.0,"[""4-season"", ""waterproof"", ""compact""]",3,83.02,29.31,5.59,88.1
Wakeman day 947,Wakeman,7,day,1.47,14x35x10,169,25,2.6,102,2,28,False,False,False,0.0,"[""solo"", ""family"", ""durable""]",2,64.05,19.79,7.22,56.95
Patagonia night 948,Patagonia,6,night,1.04,38x27x20,18,16,3.6,71,285,3705,True,False,False,0.0,"[""durable"", ""ultralight"", ""UV-resistant"", ""solo""]",3,134.62,54.66,7.54,135.26
Osprey Tents 949,Osprey,1,Tents,1.6,231x260x179,4,17,4.5,100,28,252,False,False,True,34.0,"[""lightweight"", ""ultralight"", ""durable""]",8,374.61,167.45,7.06,462.88
Marmot nature 950,Marmot,8,nature,2.7,31x32x23,55,21,2.6,17,629,12580,True,False,False,0.0,"[""compact"", ""eco-friendly"", ""waterproof"", ""backpacking""]",8,185.6,64.63,16.27,195.87
Quechua day 951,Quechua,7,day,1.43,47x30x15,161,10,3.1,25,85,935,False,False,False,0.0,"[""waterproof"", ""car-camping""]",4,101.33,37.61,5.02,102.1
MSR outdoor 952,MSR,2,outdoor,1.51,18x23x22,150,19,2.6,5,184,1472,True,False,False,0.0,"[""waterproof"", ""foldable"", ""UV-resistant"", ""eco-friendly""]",7,290.8,107.52,10.64,279.39
Coleman indoor 953,Coleman,5,indoor,1.23,12x18x15,127,6,3.9,89,25,450,False,False,False,0.0,"[""UV-resistant"", ""solo"", ""hiking"", ""foldable""]",1,0.0,46.04,6.56,124.43
Black Diamond day 954,Black Diamond,7,day,0.83,34x17x15,120,11,3.4,242,546,6552,False,False,False,0.0,"[""4-season"", ""durable"", ""foldable""]",1,147.45,70.44,5.07,183.32
Teton Sports night 955,Teton Sports,6,night,0.84,45x36x23,45,29,3.7,215,235,1175,False,True,False,0.0,"[""durable"", ""family"", ""car-camping""]",6,42.12,14.24,6.95,42.97
Quechua day 956,Quechua,7,day,0.73,29x29x8,168,17,4.8,17,287,5166,False,False,False,0.0,"[""eco-friendly"", ""lightweight"", ""UV-resistant""]",4,100.55,37.05,9.95,124.25
Stansport sport 957,Stansport,4,sport,2.43,13x28x15,70,21,4.9,58,21,273,False,False,False,0.0,"[""4-season"", ""ultralight""]",7,147.43,36.03,7.74,155.29
Teton Sports camp 958,Teton Sports,3,camp,3.37,17x37x20,147,29,4.3,37,760,8360,False,False,False,0.0,"[""4-season"", ""waterproof"", ""foldable"", ""UV-resistant""]",1,133.04,51.83,10.37,188.39
